@relation Electricity-board
@attribute ForkVA real
@attribute ForkW real
@attribute 'Type' {  0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}
@data
0.344461180776512,0.271178427937514,0
0.02132674186124,0.75331606524206,0
0.542134783715308,0.474684779617934,0
0.089569454177891,0.099628015988014,0
0.751144437614726,0.651738728796746,0
0.392796319409278,0.374523829392682,0
0.430210844373424,0.622868575270692,0
0.302330040657362,0.949499624085226,0
0.894084949865079,0.128732513442626,0
0.127923201008977,0.363492689417252,0
0.566605104532936,0.375844176805694,0
0.762128482991448,0.867562843206854,0
0.255921894873646,0.940095475139924,0
0.444021220215688,0.894513308958659,0
0.579153409284409,0.990477683213269,0
0.372779496807297,0.906445968394858,0
0.004387944842621,0.462442113809321,0
0.49420522579856,0.025285482608559,0
0.33057969669677,0.654106332199687,0
0.514335119811805,0.077938313260045,0
0.043990765916544,0.732948604044492,0
0.539987299230241,0.257033384233762,0
0.262576191342558,0.6753641178931,0
0.361374043252837,0.053297020348358,0
0.629879782738075,0.31474791378989,0
0.523361439226614,0.699341860405027,0
0.25609366832965,0.734262929510382,0
0.822602747647783,0.617481173266147,0
0.406867274982032,0.58581089541011,0
0.564265597232961,0.025075937150181,0
0.780075867412338,0.487990571267644,0
0.919663513441709,0.195300769765415,0
0.580596000560424,0.138072715065911,0
0.524547606980543,0.993852472565904,0
0.20578017312763,0.304711475631482,0
0.68456252385684,0.404277457866869,0
0.248241310977674,0.479409633194579,0
0.94650535849297,0.107493481499349,0
0.053991193265857,0.231645282323946,0
0.908471828706404,0.283137365822585,0
0.216006678533344,0.398847694091511,0
0.358449568898783,0.406417096391645,0
0.636830300619636,0.717813797084259,0
0.261737223856998,0.05971884739511,0
0.006669070917275,0.132731114097861,0
0.586628986028172,0.321359392153579,0
0.343146269053396,0.549232620316864,0
0.892836965786006,0.572569155763813,0
0.093797039494763,0.397888273382366,0
0.384507374292344,0.953894016709803,0
0.349289220023823,0.852683683301126,0
0.744956000235466,0.099042716159551,0
0.693955645769135,0.739205940057112,0
0.463686507606335,0.283598803402886,0
0.214548056689842,0.515769302376141,0
0.286458338479952,0.206224105182743,0
0.701073736956214,0.930079272034104,0
0.882968133891184,0.593407013077632,0
0.86349977917643,0.172674702164867,0
0.429517909732521,0.056444064241643,0
